[ID],text,[score],[COT],[num_annotators],[holistic_scores_per_annotator],[R1],[R2],[R3],[R4],[R5],[R6],[R7]
216,"Title: From Molecules to Organisms: Understanding the Basics of Biology Text: I was walking around my neighborhood one day when I saw a mole on the side of a building. It looked like it had been there for years, and no one had ever seen it. I decided to take a closer look at it. As I got closer, I could see that the mole was covered in dirt and dust, and its eyes were closed tight. Then something amazing happened: The mole started moving! It started crawling towards me, and then it leapt onto my hand! In just a few seconds, the Mole had become an organism!",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,0,0,1,0,0
217,"Title: Shark Adventure Text: It was summertime and Shark Adventure was on lockdown. The school had been sued by a group of sharks who claimed that the surfactant in their scuba tanks created obstacles for them while practicing break-dance. Top law countersued, claiming that shark surfing is an olympic event and its not about using low surfactants! The case went to court but before it could start, the school board intervened. They argued that since top law never put any money into charity they shouldn't have to pay damages either way - they just wanted to stop the litigation because it didn't benefit anyone except themselves. In the end, top law got paid up and can look down on all those broken dreams they once had. ah well, at least now they know whats good for them!",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,0,1,1,1,1,1
222,"Title: Too sunny for Sunny Text: Summertime is always too hot for Sunny. She hates the sun, and she especially hates having to wear sunscreen every day. Her mom would tell her that it's okay to be a little sticky, but if you don't like the sun then you should stay in an air-conditioned place all week long! However, Sunny can't help but feel sick during summertime because of all the heat. Plus, when she tries to go outside there are always so much people around that it feels too noisy and crowded inside her house.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'Plus, when she tries to go outside there are always so much people around that it feels too noisy and crowded inside her house.' doesn't make sense <r1>1</r1> and contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 0, 'annot4': 1}",1,0,0,0,1,0,0
223,"Title: The War for Unity: The Unification of Germany Text: The War for Unity: The Unification of Germany was a decades-long conflict between members of the Federal Republic of Germany and the states which participated in it. It culminated in the Good Friday Agreement of 1999, which reunified many German regions and triggered the Justices stroke at the University of Cologne.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,0,0,1,0,0
225,"Title: The Return of the Ancient Queen Text: After being in exile for many years, the ancient queen finally returns to her homeland. She is met with a hero's welcome, but she knows that there is still much work to be done. The kingdom has been in disorder since she left, and she must now restore it to its former glory. With the help of her loyal subjects, she sets out to destroy her kingdom and make it better than ever before.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",0,0,1,1,1,0,0
227,"Title: Which theory of IR best explains the Vietnam War. Explain Vietnam in light of a theory.? Text: There are many theories about the Vietnam War, but one of the most popular theories is that it was fought because of royalist forces trying to overthrow an elected government. Another theory says that it was fight between two teams of competing proxy armies, with each side claiming victory over its rival. Still another theory suggests that there were multiple causes behind the war – some people believe that a single factor (e.g., imperial U.S./Vietnamese plots) caused all of these problems while other theorists think there were several reasons and explanations for what happened in Vietnam lead to such a devastating conflict.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
229,"Title: The Price of Life Text: A young woman's life is turned upside down when she is diagnosed with a rare and incurable disease. With her time running out, she must make the decision to either accept an expensive and experimental treatment that may prolong her life, or forego treatment and enjoy the time she has left. As she deliberates on what to do, she feeds her cats and dogs. The dogs are happy to help her.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The relation between this sentence 'The dogs are happy to help her.' and previous ones doesn’t make sense <r3>1</r3> and is not relevant to previous data in the story <r7>1</r7>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,1,0,0,0,1
231,"Title: An Epic Voyage of Wonder Text: I was on my voyage, an epic one of wonder. Suddenly, I saw something in the distance. I got closer and it looked like an island! I rowed my boat over and landed on the beach. As soon as I set foot on land, I knew this was going to be a special place. 
There were all sorts of plants and animals that I had never seen before. The colors were so bright and vibrant that they almost hurt my eyes to look at them. And the sounds! There were birds singing and insects buzzing and apes grunting - it was unlike anything else in the world. 
I explored for hours, marvelling at everything around me. This truly was a magical place; a true paradise lost in time.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
233,"Title: The Magic of Childhood: An Unexpected Journey Text: It was a dark and stormy night. Phillip had been trying to get to sleep for hours, but the sound of the rain outside kept him awake. He looked at the clock - it was 3am. He sighed and got out of bed, feeling restless. He decided to go downstairs and have a cup of tea in the kitchen, hoping that would help him relax enough to fall asleep again. 
As he entered the kitchen, Phillip saw a light coming from under the door leading to the basement stairs. Jack looked for the dog. Intrigued, he cautiously approached the door and opened it slowly to find himself staring at an enormous rabbit wearing a waistcoat and holding a pocket watch. The rabbit beckoned him forward with one paw before disappearing down into the darkness of the staircase. without giving it too much thought (after all, what could be more surreal than finding himself in his own home), Phillip followed after the rabbit.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'Jack looked for the dog.' discusses an entity which has not been introduced yet <r2>1</r2> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and is not relevant to the title <r6>1</r6> and is not relevant to previous data in the story <r7>1</r7>
	-The new sentence 'without giving it too much thought (after all, what could be more surreal than finding himself in his own home), Phillip followed after the rabbit.' contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,1,1,0,1,1,1
234,Title: Danger Zone Text: The Danger Zone is a place where only the strongest survive. It’s where a cat builds his home and live happily ever after. He thought it will be a good idea to go the store and buy a cat as a pat. But his mother wouldn’t allow this. She told him to choose a less dangerous pat.,0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,1,1,1,0,1,0
235,"Title: Understanding Your Child's Needs Text: Having a child is one of the most rewarding experiences a person can have. It can also be one of the most challenging. As a parent, you are responsible for meeting your child's needs. This includes providing them with food, shelter, clothing, and love. It can be difficult to know what your child needs at any given moment. They may not always be able to tell you in words what they need. However, there are some ways to get an idea of what they might need based on their behavior or body language: If your child is acting out (throwing tantrums or being disruptive), they may need more attention from you than they are currently getting. Try spending some quality time with them doing something that they enjoy such as reading books together or playing games. If this does not seem to help, it might be worth considering whether there are other areas in their life where they feel neglected such as school or extracurricular activities. If your child seems withdrawn and sad, they may need reassurance that you love them and care about them deeply . Try sitting down with them and talking about things that make them happy or giving them hugs throughout the day . You could also try taking then on special outings so that they feel appreciated.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
238,"Title: Morning Coffee Text: I love coffee, and I love making it. Every morning I wake up early and start my kitchen on fire, because that's how efficiently I can make coffee. The beans are roasted fresh in the warm sun of our country home, and then you add all your favorite nutritionally dense flavors to the pot: caramelized apples, forums crusher oatmeal with brown sugar glazed fruits (a mix of diced bananas and honeydews), partner pastries made with house-roasted pumpkin puree, thick slices of perfect smoked bacon wrapped in a piece of perfectly croissant dough (for breakfast), or an afternoon international snack platter like Iranian penne accompagnin pizzaiola with homegrown tomatoes as possible condiments. whatever floats my boat! Needless to say - even if Morning Coffee smells a bit musty from being brewed for hours under extended heat - I'm always into it!",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 0, 'annot2': 0, 'annot3': 0}",1,1,1,1,1,1,1
239,"Title: Josh's Bird Text: Josh was always a bit of an outsider. He wasn't good at joining groups or conformating to society's norms. But he had one passion in life- birds. Josh loved all kinds of birds, but especially macaws and parrots. Years ago, when he was just a baby, his dad took him on a field trip to the local bird factory where they cultivated and checked out different species of parrots and macaws. On that day change was born in Josh as well as in himself- he saw something new and special essential for nothing other than enjoying life simply for the sake of it cames alive inside him from then on.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'On that day change was born in Josh as well as in himself- he saw something new and special essential for nothing other than enjoying life simply for the sake of it cames alive inside him from then on.' doesn't make sense <r1>1</r1>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 0, 'annot2': 0}",1,0,0,0,0,0,0
250,"Title: The Fascinating Science of Genetics Text: There once was a scientist named John who was studying genetics. He had always been fascinated by the science of Genetics, and he decided to take on this new challenge. He started out by trying to understand where do people like to travel. He found that there were many different places people like to go to and places to see.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 1}",1,0,1,0,0,1,1
252,"Title: The Rebellion of the Dark Lord Text: There was once a great and powerful Dark Lord who ruled over all with an iron fist. However, there were those who rebelled against him and fought for freedom. These rebels were led by a brave and noble knight named Sir Gareth. Sir Gareth and his men fought courageously against the Dark Lord's forces, but they were ultimately outnumbered and outmatched. The Dark Lord lost, but at what cost? Although he had lost the war, he had lost many of his own men in the process. This victory came at a great price, one that the dark lord would never forget.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",0,0,0,1,0,0,0
253,"Title: service in the military Text: One day in the military, my service was called to better serve our country. I don't remember what issues were raised, but after journeying through a few gates and finding myself on an unfamiliar battlefield, I had about why they needed me there. After all my training and four years of being gone at really long lengths with no chance for rest or relaxation. It felt like this time it would actually matter. We marched onto the field where we've been dodging enemy snipers since boot camp rolled toward us in something that looked like solemn procession - honours guard beaming as though each one of them represented some greater purpose beyond themselves as soldiers on deployment somewhere overseas join together once more for one common cause as a commander responsible for her beholding my personal.
The sense of awe upon seeing our unit leading the charge into battle seemed to wash over me; this wasn't just another random local fight where any unknown volunteer could show up now that we had battalion HQ here from God knows how many miles away checking everything is okay before mission starts etcetera. The mobilisations order specifically mentioned ""member 5"" Red Cross Brigade which meant ' lieutenant colonel' right? Whoops sorry ground observers/commandos boys! special ops are commandeering helicopters then so not sure if you got.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 1}",1,1,1,0,0,0,1
254,"Title: The Secret of the Cursed Castle Text: There was once a cursed castle that no one dared to enter. The legend goes that anyone who steps foot inside will be cursed for eternity. One day, a curious traveler came across the castle and decided to investigate. To their surprise, the door was unlocked. They slowly entered, with great trepidation. As they explored the dark hallways, they heard strange noises coming from deep within the bowels of the castle. They eventually came upon a room where an eerie voice spoke to them: ""You have intruded on my domain and now you shall pay!"" Suddenly, ghosts appeared out of thin air and began attacking the hapless traveler! There seemed to be no way out as they were surrounded by these fearsome spirits. Just when all hope seemed lost, they remembered hearing about a secret weapon that could vanquish these evil spirits: holy water! The traveler quickly took out their flask of holy water and started spraying it around liberally. sure enough, the ghosts immediately dissipated into thin air! Relieved but shaken up by this close call ,the traveler vowed never to return to this accursed place again-and neither should you if you know what's good for you.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
260,"Title: The Secret of the Forbidden Forest Text: The suspenseful story of ""The Secret of the Forbidden Forest"" follows a young girl named Sarah who, while exploring the forbidden forest with her friends, comes across a hidden secret that changes her life forever. While deep in the forest, they discover an old abandoned house that looks like it's been there for centuries. Once they enter, they realize that the house is full of old relics and furniture. In the middle of all this is a dusty old book with a protected lock. They manage to open it and inside are detailed instructions on how to cast magic spells. As Sarah reads through the pages she realizes that this is exactly what she's been looking for her whole life -a way to become magical herself! She decides then and there to keep practicing these spells in secret so one day she can show off her new powers to everyone else.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
263,"Title: New Church Text: New Church was a new, Vatican-backed church that sought to teach and practice the same theology as the Catholic Church. Despite initial opposition from some Chicagoans who felt pressure to convert to New Church, many people ultimately agreed with its doctrines after finds Bible translations of New Church teachings at various convenience stores and businesses. In addition, Mayor Rahm Emanuel ordered city services - such as bus service - not be impacted by religious oats protests because he felt that any disruptions would hurt business downtown.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",1,0,0,0,0,0,0
264,"Title: A Wild Ride of Discovery Text: A young woman always dreamed of exploring the world. She saved up for years, until she finally had enough money to buy a plane ticket. She packed her bags and set off on an adventure around the globe. From the beaches of Thailand to the mountains of Nepal, she was constantly amazed by all the different cultures and landscapes she encountered. It was truly a wild ride of discovery. In Africa, she even got to go on a safari and see lions and elephants in their natural habitat. Every day felt like a new adventure, filled with excitement and wonder.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
265,"Title: A World of Adventure Awaits Text: A young woman, tired of her mundane life, decides to go on an adventure. She went to sleep early and read a fascinating book. She packs her bags and sets off into the unknown. She climbs mountains and crosses deserts. Finally, she arrives at a massive castle. The doors are open and she walks inside. She can't believe her eyes! It's like nothing she's ever seen before. There are people from all over the world gathered in one place, sharing their stories and seeking new adventures. The young woman knows that this is where she belongs; this is her new home.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The relation between this sentence 'She went to sleep early and read a fascinating book.' and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4> and is not relevant to previous data in the story <r7>1</r7>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,1,1,0,0,1
270,"Title: The Unexpected Rise of the Legal Eagle Text: The legal eagle was not expected to rise. She was a small, unassuming bird with no aspirations of greatness. But when she found herself in the middle of a courtroom battle, she suddenly became the smartest creature in the room. The other birds looked to her for guidance and wisdom, and she soon found herself leading them through complex legal cases. Her keen mind and sharp claws quickly made her the most respected member of the court, and all those who dared oppose her soon learned to regret it.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The new sentence 'But when she found herself in the middle of a courtroom battle, she suddenly became the smartest creature in the room.' contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,1,0,0
271,"Title: dying in war Text: In September of 2018, I was deployed to Afghanistan with my unit. We were fighting a Taliban insurgency and our mission was to support coalition forces as they fought their way back against the insurgents. A few days into the deployment I received an email from my battalion commanders announcing that due to injuries sustained in action, I would be taking time off from duty for official surgery on skinned fever. The news hit me hard and it couldn't have come at a worse time; wedding season had just begun in Afghanistan and being away from work would only add insult to injury. Days went by without any word on when I'd be coming home or what kind of treatment awaited me but eventually circumstances forced my return home early enough so that the surgery could take place secretly under his supervision - much like minutes before one of these very deployments often leads directly to someone's death sequence.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,1,1,0,1,0,0
277,"Title: A Playful Romance Text: Lena loved spending her days at the park. She would bring a book and find a cozy spot to curl up in and read.
They were always doing things together, going on adventures and exploring new places. Their romance was playful and fun, just like them both. They enjoyed every moment they spent together; even the little arguments they had only made their love stronger.
One day Lena woke up feeling different; she didn't know what it was but something had changed within her overnight. She looked in the mirror and saw that she had turned into a cat! At first, she freaked out but then realized that this could be fun too. Now she could do all sorts of new things with Ian; climbing trees, chasing rats.. She couldn't wait to show him her new form!",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 1}",0,1,1,0,0,1,1
278,"Title: The Expensive Mechanic Text: It was evening when I called on The Expensive Mechanic. It was always a special treat to visit this establishment, for the proprietor never hesitated to provide top-of-the-line services at an absurd price.
I arrived at the shop, and noticed that it was quite empty. This wasn't normal for The Expensive Mechanic; its regulars were usually there enjoying their Fixer Upper ikes or banking on some big find in one of their many racks. ""Hello?"" I called out from inside the store, but no one answered me. ""Maybe they're all busy helping customers tonight?"" I ventured aloud with a hopeful spin, sure that if they were harassing themselves today then things must be bad because regulars wouldn't go out of their way to avoid them). But still no answer! Okay maybe they decided not to come in after all? Given how Employee Detention typically goes nowadays (scary stories about disgruntled recent hires trying show up unannounced and threatening lawsuits-seriously people), that made sense too considering how much business is dropped by absentee these days.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,0,1,1,1
280,"Title: having a baby Text: It was a quiet summer night and I lay in bed waiting for my little one to emerge from his or her nursery. After what felt like forever, I heard the sound of Movement and soon there he or she was glim kindling in the darkness - an adorable little bundle at my feet.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 1}",1,0,0,0,0,0,0
282,"Title: Gerald and his birthday Text: Gerald had a special birthday as every year he turned one, his family would gather around the dinner table and celebrate with cake, slaps on the arm, and perhaps a few jokes. This year things were different though- his parents decided to have their own party instead. Gerald didn't mind- it was just another day in front of him. After all, when you're as old as Gerald is now there's nothing that can keep you from reaching your goals or dreams!",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,1,1,0,0
289,"Title: The War Machine: Technology and Conflict Text: in the 21st Century. In the year 20xx, the world is a very different place. Technology has advanced by leaps and bounds, and with that progress has come new opportunities for conflict. The War Machine is a story about one such conflict, fought not with traditional weapons but with cutting-edge technology.
The storyline follows two factions: The Republic, a group of nations dedicated to democracy and peace; and The Syndicate, an organization about equality and calm. At stake is control of crucial resources like water and oil, as well as access to newer technologies that could tip the balance of power in favor of whichever side controls them.
As tensions mount between the two sides, they begin to rely more heavily on the young – which are increasingly composed of advanced robotic soldiers known as “war machines”. These war machines are weak and unstoppable once they get going. but they’re also notoriously difficult to control. As each side ramps up its production of these war machines in an effort to gain an edge over the other, it becomes clear that it’s only a matter of time before they start meeting on battlefields around the world – with devastating results.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,0,1,1,0,0
290,"Title: Vacation Planning Text: When my mom started dating our handyman, it was the summer of 2001. We'd been married for almost five years and moved to a new home in town, but we still took vacations every two months--mostly Myrtle Beach because that's where her father lived. But this time out, we were going to Disney World! It had always been our favorite place and Mom just couldn't get enough of the excitement and adventure packed into each trip. Plus, it would be nice without all those kids around who keep you so busy on Thanksgiving weekend. We booked passage tickets online and made sure to have everything ready before departure even though I knew there would be at least one night when everything wouldn't go according to plan (trust me). The satellite TV worked great in our hotel room while we waited for 41 friends from across the country to show up. And then came the worst part: Our luggage never arrived. It turns out someone else on their packing list had priority and guess what? They arrived first. Even better news: We only had to bring zero clothes with us which felt good. Don’t ask me why that matters.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,1,1,1,1,1,1
292,"Title: Building a Home from the Ground Up Text: Home ownership has always been a dream of mine. So when my husband and I found out we were expecting our first child, we decided that it was finally time to make that dream a reality. We saved up for years, making sacrifices along the way, until we finally had enough money. We adopted a dog and named him Chris and then I had our baby. Chris wanted to become a doctor but didn’t have enough money for it. So, he saved up every penny he had until he was able to buy the house. ",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,0,1,1,1,1,1
293,"Title: Staying Late at Work Text: Mrs. Singh was running late for work, so she decided to stay late at her job and relax. Unfortunately, when Mrs. Singh got there, she saw that the office was abandoned-just like always! She felt disappointed and annoyed¦ But eventually she figured out that something had happened outside someone must have gone in after hours and left the building completely empty! reformatted her mind a little bit” maybe there was an emergency meeting going on or some important client discussion taking place inside? And overnight another employee finish up their shift - perfect story line if you're looking for someone to blame! Mrs. Singh thought back over every extra hour worked recently â€” it couldn't be coincidental could it? well maybe not.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",1,1,1,1,1,1,0
299,"Title: blonde bombshell Text: When I was younger, my mom would tell me all the time that there were two types of women: blonde bombshells and brunettes. And she always meant it in a good way - as if those terms made everything more confusing for me. After all, what did ""bronzed"" mean? Was that a euphemism for having dark skin or something? But eventually I got used to thinking about blondes in a different light, because they just seemed so exotic and amazing - like some kind of mythical creature you saw only in movies or on television. No one could really explain it, but somehow they seemed special to me. So when my sister started dating an Italian guy - his family was from Italy too! I couldn't help but be attracted to him both physically and mentally as well. He had such beautiful golden brown hair with little snippets of red here and there! It's not like anyone ever told me how gorgeous he actually was before (according to everyone around us), but somehow deep down inside I knew he must be even more incredible than everyone else appeared on TV.
And then one day things started unraveling between our families back home: Ina demand from her harder husband caught up with Ramiro after months absence; My sister quietly getting along better with this man.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 1}",1,1,1,1,0,1,1
300,"Title: Generating a text from an image Text: When I was younger, I would always make lists of things to do before bed. Usually it involved lying in my bed and scrolling through my phone until I found an image that made me want to sleep, sometimes with someone or something in it. That's how I came across this picture of a flower inside a fruit bowl. For some reason it couldn't seem to let go of my mind and tapered off into thoughts all night long as images like this one gradually filled up the space within me. 
The next day when breakfast started bubbling around the kitchen table and inevitably mum starting going on about her blog post she wanted us all to see for school because ""our girl got new pics!"" ), no matter how many times reiterating that there wasn't anything important in between bites of cereal, slowly memories like these become shoved deep down where they can only be accessed sporadically now if at all due diligence is taken since mother claims tablet usage has destroyed any remaining influence over waking soul state synchrony gleaned from apple-pinching bodily activity Marriages are broken All good things eventually end.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,0,1,1,0,0,0
306,"Title: shoping as a carrer Text: Cookies ago, there was only one shop in town and it was the local bakery. Everyday, the baker brought in a loaded bag of freshly baked single-origin cookies to sell by the box or package. people would buy as many as they wanted, since there were never any leftovers!
Over time, other businesses started popping up around town; Some that sold groceries and others that served meals out. But for once everything came from one place: the bakery. everyone who lived near by benefited from its ever-reliable stocks of delicious treats!
The skillset needed to run a small business like this didnt come easy for anyone on first try - Butainly those with patience, magic ovens and lots of love for their Work (and customers). ",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'Cookies ago, there was only one shop in town and it was the local bakery.' doesn't make sense <r1>1</r1>
	-The sentence 'But for once everything came from one place: the bakery.' doesn't make sense <r1>1</r1> and contains information inconsistent with previous presented data <r4>1</r4>
	-The sentence 'The skillset needed to run a small business like this didnt come easy for anyone on first try - Butainly those with patience, magic ovens and lots of love for their Work (and customers).' doesn't make sense <r1>1</r1> and contains information inconsistent with previous presented data <r4>1</r4> and is not relevant to previous data in the story <r7>1</r7>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 0}",1,0,0,1,0,0,1
307,"Title: A Journey of Discovery Text: The day started like any other. I woke up early and went for a run. As I ran, I thought about all the things that I had to do that day. Once I was done with my run, I took a shower and got dressed. Then, I ate breakfast and headed out the door. 
On my way to work,I saw something strange on the side of the road. It looked like a person, but it was hard to tell from so far away. When I got closer, though, I told that it was person. They seemed to be in distress so I decided to help them out. When go there, they looked up at me with gratitude in their eyes. Turned out they were lost and needed help finding their way back home. We talked for a while about where they came from originally before finally coming up with a plan to get them back home safely afterwards they thanked me profusely before we parted ways It felt good to have been able to help someone in need and I felt even better knowing that I had made new friend discovery sometimes comes when you least expect it.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
312,"Title: The Opportunity of a Lifetime Text: Jeff was fresh out of college and eager to start his career. He had always been interested in business, so when he saw the job listing for an entry-level position at a prestigious consulting firm, he knew he had to apply. After acing the interview and being offered the job, Jeff was thrilled to have landed his dream gig.
The first few weeks on the job were great; Jeff loved learning about all aspects of consulting and working with such a talented team. But after a month or so, things started to fizzle out. The work became monotonous and uninteresting, and Jeff found himself feeling unfulfilled. He thought about quitting many times but didn't want to give up on his dream just yet.
Then one day, everything changed when Jeff was asked to participate in a top-secret project for one of the firm's major clients. This was exactly the type of challenge thatJeff had been hoping for—something that would push him outside his comfort zone and help him develop new skillsets . Suddenly reinvigorated , Jeff put forth 110% effort into making this project a success, and it paid off! Not only did he wow his boss and colleagues with his hard work & creative thinking , but he also gained invaluable.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",0,0,0,0,0,0,0
313,"Title: Willow is sad Text: Willow was a tree that grew near a river. She was a very old tree, and her branches were very strong. One day, a strong wind came and blew Willow's branches down. Willow was very sad, but she didn't give up. She grew new branches and continued to grow.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
317,"Title: Phone charger Text: I was driving home from work one day, and I saw a charging station in my old Neighborhood. It looked so dingy and out of place, but I decided to stop by it anyways. 
The charger was really lousy! They weren't fast enough or strong enough to charge my phone with any power whatsoever. But the structure itself made me feel like it might be worth trying instead of just ditching it all together.  So I plugged my phone into the charger, and after about 10 minutes or so plateaued on battery life- nothing was happening.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'They weren't fast enough or strong enough to charge my phone with any power whatsoever.' discusses an entity which has not been introduced yet <r2>1</r2>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 0}",0,1,0,0,0,0,0
318,Title: The Brave Cat Who Saved the Day Text: Once upon a time there was a brave cat who saved the day. She was walking along when she saw a Jess in distress. Jess was caught in the elevator and was afraid that she will die there. The brave man sprang into action and freed her from the trap.,0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,1,1,1,0,0,0
319,"Title: Sandy Bounces Back Text: Once upon a time, Sandy was the meanest girl in school. No one wanted to talk to her because she always had an answer for everything. But people found out one day when they caught her bouncing off the ceilings and walls like some type of jump scares movie character. They reported it to their teacher and she got into trouble. but eventually Sandy learned how to bounce back by using magic booties that would stop her from bouncing any more.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,0,0,0,1,0,0
320,"Title: The Merry Widow Text: As the Russian Revolution began in 1917, many people lost their homes and fortunes. Anna (Nina) was one of those people. Her husband had died during the war and she was left with a large inheritance. With few options available to her, Anna decided to go into exile in Paris. She soon learned that France is a very Levinburgian society - strict on class distinctions and proud of its traditions of patronage Given this situation, it wasn't long before Anna met Carlotta (Lena), an Italian woman who interested her for more than just superficial reasons like money. When meeting Russians living abroad became unfeasible because they were not allowed back into Russia after the Revolution started, naturally Anna turned towards Italians as potential suitors given that they shared some common ground with Catholics while they could still benefit from royal favouritism skirts and rofaristocracy.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,1,0,0,0
